vessel_name,vessel_mmsi,vessel_flag,date,activity,lat,lon,duration_hours,start_time,end_time,detail,id,metric
Daya Ceria,533132679,MYS,2026-05-27,loitering,7.5405,103.3438,12.93,2026-05-27T01:03:11.000Z,2026-05-27T13:59:10.000Z,Loitering (average speed: 0.5 kt),c458d987a3ce3e32cf5a22d469b97148,0.5222284905892399
Keyfield Gratitude,533133396,MYS,2026-05-27,loitering,3.6931,112.7938,5.81,2026-05-27T03:58:32.000Z,2026-05-27T09:47:00.000Z,speed:0.8kt,,
Keyfield Helms 1,533132471,MYS,2026-05-27,port_visit,3.2638,113.0688,27.4,2026-05-27T03:58:32.000Z,2026-05-28T07:22:37.000Z,Unknown Port,,
Keyfield Gratitude,533133396,MYS,2026-05-27,loitering,3.6931,112.7938,5.81,2026-05-27T03:58:32.000Z,2026-05-27T09:47:00.000Z,Loitering (average speed: 0.8 kt),400604359811a70b3364805315cdab61,0.7697218703313119
Keyfield Gratitude,533133396,MYS,2026-05-27,loitering,3.6776,112.7939,2.94,2026-05-27T10:35:43.000Z,2026-05-27T13:31:49.000Z,speed:0.9kt,,
Keyfield Gratitude,533133396,MYS,2026-05-27,loitering,3.6776,112.7939,2.94,2026-05-27T10:35:43.000Z,2026-05-27T13:31:49.000Z,Loitering (average speed: 0.9 kt),50a86d22bd7f689524da7eb1fbe4b0bd,0.944461161537963
Keyfield Gratitude,533133396,MYS,2026-05-27,loitering,3.678,112.786,3.68,2026-05-27T14:52:10.000Z,2026-05-27T18:33:15.000Z,speed:1.0kt,,
Keyfield Gratitude,533133396,MYS,2026-05-27,loitering,3.678,112.786,3.68,2026-05-27T14:52:10.000Z,2026-05-27T18:33:15.000Z,Loitering (average speed: 1.0 kt),c137fbcdfb7b547d79493cd0fb005bc9,1.0058241599128972
Daya Ceria,533132679,MYS,2026-05-27,loitering,7.502,103.3182,4.15,2026-05-27T15:21:11.000Z,2026-05-27T19:30:11.000Z,Loitering (average speed: 1.0 kt),2e2f59a77c996487f345fecb287588c3,1.0423793115408773
Daya Ceria,533132679,MYS,2026-05-27,loitering,7.502,103.3182,4.15,2026-05-27T15:21:11.000Z,2026-05-27T19:30:11.000Z,speed:1.0kt,,
Keyfield Harmony,533180719,MYS,2026-05-27,loitering,3.425,112.4008,4.25,2026-05-27T16:59:07.000Z,2026-05-27T21:14:05.000Z,Loitering (average speed: 0.4 kt),1c781f20becf2c7eb55f16c46b715f56,0.41555925614880124
Keyfield Gratitude,533133396,MYS,2026-05-27,loitering,3.6791,112.7782,3.75,2026-05-27T19:35:01.000Z,2026-05-27T23:19:51.000Z,Loitering (average speed: 0.6 kt),87feb08f5e55a8e0b1270a064771ff18,0.6047866035865005
Keyfield Gratitude,533133396,MYS,2026-05-27,loitering,3.6791,112.7782,3.75,2026-05-27T19:35:01.000Z,2026-05-27T23:19:51.000Z,speed:0.6kt,,
Daya Ceria,533132679,MYS,2026-05-27,loitering,7.4907,103.2138,1.44,2026-05-27T21:33:12.000Z,2026-05-27T22:59:34.000Z,speed:1.3kt,,
Daya Ceria,533132679,MYS,2026-05-27,loitering,7.4907,103.2138,1.44,2026-05-27T21:33:12.000Z,2026-05-27T22:59:34.000Z,Loitering (average speed: 1.3 kt),5e79d6a82b1d028613f31504abcdffc1,1.3167169997116006
Keyfield Harmony,533180719,MYS,2026-05-27,loitering,3.4542,112.3925,14.2,2026-05-27T22:23:04.000Z,2026-05-28T12:35:09.000Z,Loitering (average speed: 0.2 kt),5d3b50b2d9673731506b2293dfe26fe0,0.23433626229217594
Keyfield Gratitude,533133396,MYS,2026-05-28,loitering,3.6958,112.7908,13.85,2026-05-28T00:14:01.000Z,2026-05-28T14:04:58.000Z,Loitering (average speed: 0.6 kt),9d709971b3830f9ffb08a4c89fd19db1,0.6366642456549723
Keyfield Gratitude,533133396,MYS,2026-05-28,loitering,3.6958,112.7908,13.85,2026-05-28T00:14:01.000Z,2026-05-28T14:04:58.000Z,speed:0.6kt,,
Keyfield Harmony,533180719,MYS,2026-05-28,loitering,3.438,112.3907,30.17,2026-05-28T13:41:07.000Z,2026-05-29T19:51:28.000Z,Loitering (average speed: 0.7 kt),3c45bf84d9dbda2184a5e36332c9030b,0.6538389744302682
Keyfield Gratitude,533133396,MYS,2026-05-28,loitering,3.69,112.7758,4.2,2026-05-28T15:11:01.000Z,2026-05-28T19:22:58.000Z,Loitering (average speed: 1.2 kt),27810bca67105c5b5eb83b096eff04d0,1.2368486958736546
Keyfield Gratitude,533133396,MYS,2026-05-28,loitering,3.69,112.7758,4.2,2026-05-28T15:11:01.000Z,2026-05-28T19:22:58.000Z,speed:1.2kt,,
Keyfield Gratitude,533133396,MYS,2026-05-28,loitering,3.7016,112.7886,3.77,2026-05-28T20:21:46.000Z,2026-05-29T00:07:47.000Z,Loitering (average speed: 1.1 kt),46e33aa7145f9dc1fe7da8bc83d2964f,1.1223110375332463
Keyfield Gratitude,533133396,MYS,2026-05-28,loitering,3.7015,112.7867,3.52,2026-05-28T20:21:46.000Z,2026-05-28T23:52:42.000Z,speed:1.1kt,,
Daya Ceria,533132679,MYS,2026-05-28,port_visit,7.2668,100.6335,10.28,2026-05-28T22:46:08.000Z,2026-05-29T09:02:38.000Z,Port Visit: Unknown Port (N/A),2aa903f7958add72ab81fb2cff43ff99,Unknown Port
Daya Ceria,533132679,MYS,2026-05-28,port_visit,7.2668,100.6335,1.13,2026-05-28T22:46:08.000Z,2026-05-28T23:53:41.000Z,Unknown Port,,
Keyfield Gratitude,533133396,MYS,2026-05-29,loitering,3.7074,112.7966,6.38,2026-05-29T01:28:17.000Z,2026-05-29T07:50:54.000Z,Loitering (average speed: 0.8 kt),356afdb10e3b526d3a6fa07b489e99eb,0.8428867090806621
Keyfield Gratitude,533133396,MYS,2026-05-29,loitering,3.7063,112.8149,2.8,2026-05-29T08:56:01.000Z,2026-05-29T11:44:01.000Z,Loitering (average speed: 1.4 kt),36da22c28e91e8d6ded40c9c26ac9c80,1.4273416228868936
Keyfield Gratitude,533133396,MYS,2026-05-29,loitering,3.7034,112.8153,3.09,2026-05-29T12:50:04.000Z,2026-05-29T15:55:17.000Z,Loitering (average speed: 1.5 kt),6268c5617c6317bdac9de8c476046bb3,1.4899976603165452
Keyfield Gratitude,533133396,MYS,2026-05-29,loitering,3.6975,112.8,3.27,2026-05-29T17:30:43.000Z,2026-05-29T20:46:53.000Z,Loitering (average speed: 1.3 kt),fa4e7cfe6694646b1f53a429f49f30dc,1.3155385130599424
Keyfield Harmony,533180719,MYS,2026-05-29,loitering,3.4423,112.3879,12.22,2026-05-29T21:52:14.000Z,2026-05-30T10:05:09.000Z,Loitering (average speed: 0.2 kt),f8e67a3d72531bcf42693f98f5ecde03,0.1588218964467509
Keyfield Gratitude,533133396,MYS,2026-05-29,loitering,3.685,112.7842,2.55,2026-05-29T23:38:02.000Z,2026-05-30T02:11:03.000Z,Loitering (average speed: 1.5 kt),4af2dbeea088f9b1eb66c6a35c2ad0be,1.463017808579333
Keyfield Gratitude,533133396,MYS,2026-05-30,loitering,3.6358,112.6833,1.15,2026-05-30T04:20:00.000Z,2026-05-30T05:29:00.000Z,Loitering (average speed: 1.4 kt),762dea9eae2b755ae28e0a5f6e644dac,1.4149555612270068
Keyfield Gratitude,533133396,MYS,2026-05-30,port_visit,3.627,112.6774,2.2,2026-05-30T04:20:00.000Z,2026-05-30T06:31:59.000Z,Port Visit: Unknown Port (N/A),58c9b9e324f6d99bdaeeb8f70a6e1159,Unknown Port
Daya Indah Satu,572878220,TUV,2026-05-30,port_visit,24.3035,54.4655,66.63,2026-05-30T04:59:01.000Z,2026-06-01T23:36:40.000Z,Port Visit: Unknown Port (N/A),bb952db4dd9b7d141a0f30cefeb23994,Unknown Port
Daya Ceria,533132679,MYS,2026-05-30,loitering,7.5378,103.3477,10.32,2026-05-30T05:21:20.000Z,2026-05-30T15:40:48.000Z,Loitering (average speed: 1.1 kt),73b797830f82936d84efab7e26e1a69f,1.087787547277368
Keyfield Gratitude,533133396,MYS,2026-05-30,loitering,3.7067,112.7867,7.95,2026-05-30T06:31:59.000Z,2026-05-30T14:29:02.000Z,Loitering (average speed: 0.6 kt),99ad6fa8753223c003e77b2119ec00f2,0.624017247089424
Keyfield Falcon,572920220,TUV,2026-05-30,port_visit,24.3147,54.4651,95.34,2026-05-30T10:27:36.000Z,2026-06-03T09:47:57.000Z,Port Visit: Unknown Port (N/A),2ab9b27f6548632ba3bf64a400d1ef3f,Unknown Port
Keyfield Harmony,533180719,MYS,2026-05-30,loitering,3.4658,112.4283,26.5,2026-05-30T11:05:12.000Z,2026-05-31T13:35:11.000Z,Loitering (average speed: 0.7 kt),819da616d219955a20976a36e58230ac,0.6609736978721584
Keyfield Gratitude,533133396,MYS,2026-05-30,loitering,3.6739,112.8101,4.76,2026-05-30T15:55:36.000Z,2026-05-30T20:41:04.000Z,Loitering (average speed: 1.1 kt),62369e7ada52a2c393a5e75dbc1149e4,1.06292003030936
Keyfield Kindness,533132143,MYS,2026-05-30,port_visit,24.7979,54.6513,203.46,2026-05-30T17:58:46.000Z,2026-06-08T05:26:18.000Z,Port Visit: Unknown Port (N/A),1be7c5241f1a3331c65535acb43b2fab,Unknown Port
Daya Ceria,533132679,MYS,2026-05-30,loitering,7.5384,103.3283,4.57,2026-05-30T18:11:11.000Z,2026-05-30T22:45:18.000Z,Loitering (average speed: 1.3 kt),229b567a4f7fd926328d59d15432b675,1.2770209340277432
Keyfield Gratitude,533133396,MYS,2026-05-30,loitering,3.7117,112.8033,5.7,2026-05-30T21:44:00.000Z,2026-05-31T03:26:02.000Z,Loitering (average speed: 1.1 kt),a7b6abd2b7e940947dfdc1044f7cf3bc,1.144837566596881
Daya Ceria,533132679,MYS,2026-05-30,loitering,7.5242,103.3517,3.45,2026-05-30T23:48:17.000Z,2026-05-31T03:15:20.000Z,Loitering (average speed: 1.1 kt),760452170bcc312331e0382368bfabeb,1.061236955283913
Daya Ceria,533132679,MYS,2026-05-31,loitering,7.5333,103.3767,12.0,2026-05-31T04:15:20.000Z,2026-05-31T16:15:20.000Z,Loitering (average speed: 0.9 kt),e166956ea2ae96e5058d694ea958f814,0.8545613653136891
Keyfield Gratitude,533133396,MYS,2026-05-31,loitering,3.7235,112.8093,3.17,2026-05-31T04:56:52.000Z,2026-05-31T08:07:10.000Z,Loitering (average speed: 1.2 kt),2744d7bba998ec5ce1a79c38eb2f984d,1.2007179781540038
Keyfield Aulia,533132902,MYS,2026-05-31,port_visit,24.5236,54.384,87.63,2026-05-31T05:41:27.000Z,2026-06-03T21:19:08.000Z,Port Visit: Unknown Port (N/A),d4dd05c74fe3189dc867182091e74614,Unknown Port
Keyfield Gratitude,533133396,MYS,2026-05-31,loitering,3.7154,112.8126,2.98,2026-05-31T09:42:19.000Z,2026-05-31T12:41:01.000Z,Loitering (average speed: 1.1 kt),3aae3cf66ced98a8af0b027897b041da,1.0780321501702113
Keyfield Gratitude,533133396,MYS,2026-05-31,loitering,3.6933,112.8171,4.47,2026-05-31T13:27:41.000Z,2026-05-31T17:56:01.000Z,Loitering (average speed: 0.7 kt),63089fe432425376216f575ee5c5869f,0.6838854047407572
Keyfield Harmony,533180719,MYS,2026-05-31,loitering,3.4225,112.4033,6.5,2026-05-31T14:38:11.000Z,2026-05-31T21:08:13.000Z,Loitering (average speed: 0.7 kt),b1ecc1b36c91aeaa8fd0bfb0619c0f6a,0.6967662154397236
Keyfield Gratitude,533133396,MYS,2026-05-31,loitering,3.7083,112.8117,7.35,2026-05-31T18:56:04.000Z,2026-06-01T02:17:04.000Z,Loitering (average speed: 0.5 kt),e4530fce6541970b316fca8379b73edc,0.5066697882030509
Keyfield Harmony,533180719,MYS,2026-05-31,loitering,3.4513,112.4006,13.61,2026-05-31T22:08:14.000Z,2026-06-01T11:44:50.000Z,Loitering (average speed: 0.4 kt),c7c5da5c16ae6321c7d08eac2e380cd9,0.36683158356701917
Daya Ceria,533132679,MYS,2026-05-31,loitering,7.5342,103.3342,21.45,2026-05-31T22:42:20.000Z,2026-06-01T20:09:22.000Z,Loitering (average speed: 0.8 kt),849e0c72bd8e1045470621203c73d440,0.7606222990363285
Keyfield Gratitude,533133396,MYS,2026-06-01,loitering,3.708,112.8062,5.39,2026-06-01T03:26:02.000Z,2026-06-01T08:49:33.000Z,Loitering (average speed: 0.9 kt),ad1670f9aad291a58a347bf20b378ad4,0.8500153039062129
Keyfield Gratitude,533133396,MYS,2026-06-01,loitering,3.7114,112.8153,3.77,2026-06-01T09:54:40.000Z,2026-06-01T13:41:02.000Z,Loitering (average speed: 0.8 kt),4b58d6903094d9fb7cb3b51aca90cd0e,0.8395014103006033
Keyfield Harmony,533180719,MYS,2026-06-01,loitering,3.4702,112.3922,2.59,2026-06-01T12:49:57.000Z,2026-06-01T15:25:12.000Z,Loitering (average speed: 0.9 kt),994b385f1e3285511fd931d1c87fe945,0.9198043479133609
Keyfield Gratitude,533133396,MYS,2026-06-01,loitering,3.6983,112.8075,4.4,2026-06-01T14:41:03.000Z,2026-06-01T19:05:03.000Z,Loitering (average speed: 0.7 kt),5b89792ba2fccc66c45f1c899d198d88,0.6732218518276278
Keyfield Harmony,533180719,MYS,2026-06-01,loitering,3.4628,112.3908,4.35,2026-06-01T16:05:16.000Z,2026-06-01T20:26:13.000Z,Loitering (average speed: 0.4 kt),ab694e95b1233a9ffca0930e212016c2,0.3990516228705034
Keyfield Amanah,533048700,MYS,2026-06-01,loitering,4.2192,112.4158,1.21,2026-06-01T19:36:26.000Z,2026-06-01T20:48:54.000Z,Loitering (average speed: 1.7 kt),4fbdfc1c371c94941c05d99e681adcfb,1.674432134688171
Keyfield Gratitude,533133396,MYS,2026-06-01,loitering,3.7119,112.7972,5.23,2026-06-01T20:20:05.000Z,2026-06-02T01:34:00.000Z,Loitering (average speed: 0.9 kt),4a7c800d2ef5a23227b9e7099e62bdfd,0.9338406807693498
Keyfield Harmony,533180719,MYS,2026-06-01,loitering,3.4342,112.3833,2.9,2026-06-01T21:26:14.000Z,2026-06-02T00:20:16.000Z,Loitering (average speed: 0.3 kt),d0105ded40a7f9e81ce2a1ce17c506bf,0.30697609685451377
Keyfield Amanah,533048700,MYS,2026-06-01,loitering,4.2633,112.3892,170.08,2026-06-01T21:49:13.000Z,2026-06-08T23:53:57.000Z,Loitering (average speed: 0.0 kt),b6a674365ec8dfd1b63224d5609ddd58,0.02027355538222703
Daya Ceria,533132679,MYS,2026-06-02,loitering,7.5442,103.3435,4.94,2026-06-02T00:03:21.000Z,2026-06-02T04:59:53.000Z,Loitering (average speed: 1.6 kt),8f32ed4def5ccb55b079f8dc41d81cce,1.5873453016638706
Keyfield Harmony,533180719,MYS,2026-06-02,loitering,3.4608,112.4408,7.1,2026-06-02T01:32:15.000Z,2026-06-02T08:38:16.000Z,Loitering (average speed: 0.2 kt),8767509abeb33d22a553c1f1442242eb,0.18909694137677913
Keyfield Gratitude,533133396,MYS,2026-06-02,loitering,3.6958,112.8125,9.85,2026-06-02T02:38:03.000Z,2026-06-02T12:29:03.000Z,Loitering (average speed: 1.0 kt),d9cf21a3d1a4a19230373f86a3e4c22b,0.9958613344877305
Daya Ceria,533132679,MYS,2026-06-02,loitering,7.5293,103.3245,12.57,2026-06-02T05:59:03.000Z,2026-06-02T18:33:23.000Z,Loitering (average speed: 0.2 kt),5dc793259a3ffb18fe54be312f5aa97f,0.17947000728863763
Keyfield Harmony,533180719,MYS,2026-06-02,loitering,3.4267,112.4058,4.3,2026-06-02T10:11:16.000Z,2026-06-02T14:29:18.000Z,Loitering (average speed: 0.8 kt),5ee38d4440bf44bafcdcdd48a49f8f05,0.7804040828724107
Keyfield Gratitude,533133396,MYS,2026-06-02,loitering,3.6867,112.8142,4.15,2026-06-02T13:32:06.000Z,2026-06-02T17:41:02.000Z,Loitering (average speed: 0.8 kt),7835b81023426794f9266333c4c26036,0.8482515979675486
Keyfield Harmony,533180719,MYS,2026-06-02,loitering,3.425,112.4108,2.05,2026-06-02T15:35:14.000Z,2026-06-02T17:38:16.000Z,Loitering (average speed: 1.0 kt),39595cf76ee8f651082176eb5424a81b,1.0326531637982947
Keyfield Gratitude,533133396,MYS,2026-06-02,loitering,3.6875,112.7983,4.4,2026-06-02T18:41:03.000Z,2026-06-02T23:05:06.000Z,Loitering (average speed: 0.9 kt),9d474eab2671ec3190f154718cb72910,0.8574100937459244
Keyfield Harmony,533180719,MYS,2026-06-02,loitering,3.4517,112.4042,21.55,2026-06-02T18:41:17.000Z,2026-06-03T16:14:19.000Z,Loitering (average speed: 0.4 kt),9c092091b2fb73172f249058d033ef95,0.3694774654403339
Daya Ceria,533132679,MYS,2026-06-02,loitering,7.5208,103.3658,2.65,2026-06-02T19:42:24.000Z,2026-06-02T22:21:24.000Z,Loitering (average speed: 0.8 kt),bf5e0994914973754f2dceaa58df7ef6,0.7967848446895229
Daya Ceria,533132679,MYS,2026-06-03,loitering,7.5583,103.26,4.35,2026-06-03T00:00:25.000Z,2026-06-03T04:21:25.000Z,Loitering (average speed: 0.5 kt),674bfc091fe64f7927a834567d9c2b81,0.4846927103699648
Keyfield Gratitude,533133396,MYS,2026-06-03,loitering,3.7083,112.79,13.3,2026-06-03T00:08:01.000Z,2026-06-03T13:26:04.000Z,Loitering (average speed: 0.7 kt),a2fbadc329d6223d123d04a5aa981eea,0.7294540081001502
Keyfield Itqan,533133132,MYS,2026-06-03,port_visit,1.291,104.1318,7.97,2026-06-03T09:15:41.000Z,2026-06-03T17:13:49.000Z,Port Visit: Unknown Port (N/A),ce8e8e1a8995440b620cd9798c3cceb1,Unknown Port
Keyfield Gratitude,533133396,MYS,2026-06-03,loitering,3.6933,112.8017,8.4,2026-06-03T14:29:03.000Z,2026-06-03T22:53:04.000Z,Loitering (average speed: 0.4 kt),f5fb61d0d38b379e6d77ada9a8aa2d40,0.3784630386121104
Keyfield Harmony,533180719,MYS,2026-06-03,loitering,3.4641,112.364,25.84,2026-06-03T17:17:18.000Z,2026-06-04T19:07:56.000Z,Loitering (average speed: 0.4 kt),ace68d29bc3b1493ea8c3c04d51ea498,0.3734244188437331
Keyfield Gratitude,533133396,MYS,2026-06-03,loitering,3.72,112.7933,13.35,2026-06-03T23:59:03.000Z,2026-06-04T13:20:02.000Z,Loitering (average speed: 0.6 kt),74b883983d3a5d0b692c46db65e9107f,0.5858683039566386
Daya Ceria,533132679,MYS,2026-06-04,port_visit,7.2668,100.6335,33.51,2026-06-04T01:26:32.000Z,2026-06-05T10:56:54.000Z,Port Visit: Unknown Port (N/A),2feb5a732aceb5a371b066b90399f1ad,Unknown Port
Keyfield Helms 1,533132471,MYS,2026-06-04,port_visit,4.7405,113.7468,8.39,2026-06-04T03:23:57.000Z,2026-06-04T11:47:17.000Z,Port Visit: Unknown Port (N/A),f06896f81351813068f58566ff8441d9,Unknown Port
Keyfield Commander,533003510,MYS,2026-06-04,loitering,8.8125,101.8333,10.8,2026-06-04T11:23:39.000Z,2026-06-04T22:11:37.000Z,Loitering (average speed: 0.2 kt),f673f5592562bea924fd3b31ba89a5ec,0.2219958125665231
Keyfield Gratitude,533133396,MYS,2026-06-04,loitering,3.7225,112.8192,14.6,2026-06-04T14:20:05.000Z,2026-06-05T04:56:05.000Z,Loitering (average speed: 0.3 kt),2b0c0450b1c0c9ef692be4042fa6ce90,0.33373167523976516
Keyfield Harmony,533180719,MYS,2026-06-04,loitering,3.4313,112.3661,47.87,2026-06-04T20:28:03.000Z,2026-06-06T20:20:25.000Z,Loitering (average speed: 0.3 kt),00b640d0df7456e920792c472247756f,0.29870066712549176
Daya Indah Satu,572878220,TUV,2026-06-04,port_visit,24.5357,54.3866,32.29,2026-06-04T20:57:17.000Z,2026-06-06T05:14:56.000Z,Port Visit: Unknown Port (N/A),764f46ea1b11b099373a4acedecd24a5,Unknown Port
Keyfield Commander,533003510,MYS,2026-06-05,loitering,8.7608,101.7217,95.25,2026-06-05T00:02:39.000Z,2026-06-08T23:17:44.000Z,Loitering (average speed: 0.0 kt),274110d055c5918698c7ce339cb49662,0.04230014847880168
Keyfield Helms 1,533132471,MYS,2026-06-05,port_visit,3.243,112.9987,0.08,2026-06-05T03:58:43.000Z,2026-06-05T04:03:44.000Z,Port Visit: Unknown Port (N/A),26a83fe2d67569883fa587d0c8a1fb6e,Unknown Port
Keyfield Gratitude,533133396,MYS,2026-06-05,loitering,3.7065,112.7945,15.91,2026-06-05T05:56:06.000Z,2026-06-05T21:51:00.000Z,Loitering (average speed: 0.3 kt),9cc1eed55a3f957fa5e16344c6f85d7c,0.31416486413990097
Keyfield Grace,533132128,MYS,2026-06-05,port_visit,3.243,112.9987,69.36,2026-06-05T07:04:00.000Z,2026-06-08T04:25:54.000Z,Port Visit: Unknown Port (N/A),a3a7da5adb8105c8d28b0d922dff108b,Unknown Port
Keyfield Gratitude,533133396,MYS,2026-06-05,loitering,3.6895,112.7721,12.68,2026-06-05T22:21:11.000Z,2026-06-06T11:02:06.000Z,Loitering (average speed: 0.5 kt),fc4571a2a38e477c89b1277fd4c9eaee,0.47823180382181424
Daya Ceria,533132679,MYS,2026-06-06,loitering,7.5283,103.3325,32.75,2026-06-06T08:27:31.000Z,2026-06-07T17:12:36.000Z,Loitering (average speed: 0.3 kt),e5b125c8c9fe51193124aceaf272ff90,0.3259385369777074
Keyfield Gratitude,533133396,MYS,2026-06-06,loitering,3.6851,112.783,1.93,2026-06-06T12:57:02.000Z,2026-06-06T14:52:38.000Z,Loitering (average speed: 0.8 kt),94b233c1baf152419026f29dcc6b8830,0.8077108089407212
Keyfield Gratitude,533133396,MYS,2026-06-06,loitering,3.6906,112.7855,4.44,2026-06-06T16:48:03.000Z,2026-06-06T21:14:39.000Z,Loitering (average speed: 1.2 kt),129eaf96dc657234678c592e63c0e2f9,1.226883318721271
Daya Indah Satu,572878220,TUV,2026-06-06,port_visit,25.8707,51.6596,54.64,2026-06-06T17:12:55.000Z,2026-06-08T23:51:06.000Z,Port Visit: Unknown Port (N/A),6115f3fe94456af019c5896edd5faef5,Unknown Port
Keyfield Harmony,533180719,MYS,2026-06-06,loitering,3.4575,112.3733,41.5,2026-06-06T21:20:27.000Z,2026-06-08T14:50:28.000Z,Loitering (average speed: 0.3 kt),c582d0da5b240efb920e10c99ce1eab4,0.31190107836829545
Keyfield Gratitude,533133396,MYS,2026-06-06,loitering,3.6792,112.7683,8.5,2026-06-06T22:17:06.000Z,2026-06-07T06:47:04.000Z,Loitering (average speed: 0.8 kt),79d7bfa63054f5a7eb178a4866dbb88e,0.769699847481559
Keyfield Blessing,352005574,PAN,2026-06-07,port_visit,19.6832,57.7259,1.25,2026-06-07T07:08:50.000Z,2026-06-07T08:24:04.000Z,Port Visit: Unknown Port (N/A),2093fecb5186c1c349826758a50ee4a3,Unknown Port
Keyfield Gratitude,533133396,MYS,2026-06-07,loitering,3.6986,112.7919,10.54,2026-06-07T08:23:30.000Z,2026-06-07T18:56:05.000Z,Loitering (average speed: 0.6 kt),9e7fda623c94ad2badcf72ef6fd2be78,0.6473991684041446
Keyfield Itqan,533133132,MYS,2026-06-07,port_visit,3.243,112.9987,3.48,2026-06-07T12:35:11.000Z,2026-06-07T16:04:02.000Z,Port Visit: Unknown Port (N/A),27f86c9d6571003db85809c3e622bb89,Unknown Port
Daya Ceria,533132679,MYS,2026-06-07,loitering,7.4831,103.3447,5.55,2026-06-07T18:24:32.000Z,2026-06-07T23:57:46.000Z,Loitering (average speed: 0.8 kt),ab6429e2b625c4d22187a2a5bc797270,0.8085795022763743
Keyfield Gratitude,533133396,MYS,2026-06-07,loitering,3.6876,112.8016,4.0,2026-06-07T19:59:08.000Z,2026-06-07T23:59:08.000Z,Loitering (average speed: 0.8 kt),eac2d5b37c85f56e758da1851c98808c,0.7837278548893664
Keyfield Gratitude,533133396,MYS,2026-06-08,loitering,3.748,112.7985,10.01,2026-06-08T00:58:48.000Z,2026-06-08T10:59:08.000Z,Loitering (average speed: 0.6 kt),249b057d11009afb890f63615484967f,0.553392102326487
Daya Ceria,533132679,MYS,2026-06-08,loitering,7.5031,103.3477,3.49,2026-06-08T01:01:07.000Z,2026-06-08T04:30:34.000Z,Loitering (average speed: 1.0 kt),cedab11f4a6395a63faa833b1198399f,1.010368134163136
Daya Ceria,533132679,MYS,2026-06-08,loitering,7.5283,103.3267,10.05,2026-06-08T05:33:37.000Z,2026-06-08T15:36:41.000Z,Loitering (average speed: 0.6 kt),890a7f6ce552cc67e363341319d61968,0.6199820508424633
Keyfield Gratitude,533133396,MYS,2026-06-08,loitering,3.7426,112.7597,3.54,2026-06-08T11:58:55.000Z,2026-06-08T15:31:35.000Z,Loitering (average speed: 0.7 kt),0e1e7b3e4009cb0389413b02db7c4fa9,0.6772646700843555
Keyfield Kindness,533132143,MYS,2026-06-08,port_visit,25.8228,51.7596,11.08,2026-06-08T12:12:30.000Z,2026-06-08T23:17:07.000Z,Port Visit: Unknown Port (N/A),08f0784f6b9f4bd1a80b386976bf6e53,Unknown Port
Keyfield Harmony,533180719,MYS,2026-06-08,loitering,3.4701,112.3723,1.91,2026-06-08T15:35:11.000Z,2026-06-08T17:29:29.000Z,Loitering (average speed: 1.0 kt),225bfb8634d962499f3fb58325a65004,0.9924591875084787
Daya Ceria,533132679,MYS,2026-06-08,loitering,7.5308,103.2931,6.37,2026-06-08T16:56:19.000Z,2026-06-08T23:18:37.000Z,Loitering (average speed: 0.9 kt),4fb04b34bffdc7702b0c87b41c2bf1fe,0.9360306693502417
Keyfield Gratitude,533133396,MYS,2026-06-08,loitering,3.6995,112.7583,6.39,2026-06-08T16:59:38.000Z,2026-06-08T23:22:57.000Z,Loitering (average speed: 0.6 kt),b171c526986d04d64161de35f0b61502,0.5720391159406163
Keyfield Harmony,533180719,MYS,2026-06-08,loitering,3.4431,112.3901,4.62,2026-06-08T18:38:28.000Z,2026-06-08T23:15:46.000Z,Loitering (average speed: 0.6 kt),d7fc84ab27b1e7312357fbcd7022319f,0.625960072893643
